customer_id,interaction_date,age,income,has_active_loan,campaign_intensity,call_duration,year_month,inflation_rate,unemployment_rate,conversion
3449,2020-01-05,24,52242.909523812545,0,0.9437361095688953,53.00515923491321,2020-01,2.0,6.0,0
1144,2020-01-05,47,71932.11227184109,0,0.6645304705048142,107.2622177369262,2020-01,2.0,6.0,0
2629,2020-01-05,56,86924.2553222524,0,0.2927954369376843,633.7466349149691,2020-01,2.0,6.0,1
1715,2020-01-06,36,47499.15730799867,0,0.5576038177409179,204.64312101102965,2020-01,2.0,6.0,0
4537,2020-01-06,45,73494.00830404475,0,0.18393584036169175,29.118079760379228,2020-01,2.0,6.0,1
1852,2020-01-06,32,76141.21124417038,0,0.6442230388615771,77.59934596905633,2020-01,2.0,6.0,1
1569,2020-01-06,40,83800.09146228687,0,0.3924347493705195,139.01834325619083,2020-01,2.0,6.0,1
1187,2020-01-06,33,55323.13569731735,1,0.23126765793476603,474.2598255397309,2020-01,2.0,6.0,1
1860,2020-01-06,56,65472.919749395805,1,0.7464750591243333,147.70007545932543,2020-01,2.0,6.0,0
3725,2020-01-06,46,75170.45081529461,0,0.7832134682790488,144.2681110624655,2020-01,2.0,6.0,1
3607,2020-01-06,42,57976.4657544515,1,0.9715345388382313,54.85247993362061,2020-01,2.0,6.0,0
783,2020-01-07,36,43626.29913577603,0,0.5253918571834232,185.0243976694094,2020-01,2.0,6.0,1
2764,2020-01-07,38,65696.32430679617,0,0.21476110212077656,0.4993830574406594,2020-01,2.0,6.0,0
1426,2020-01-07,41,70182.78951343082,0,0.17195845699147536,5.868101789349395,2020-01,2.0,6.0,0
4967,2020-01-07,46,74263.46484251202,1,0.8128576691488275,63.9859789924227,2020-01,2.0,6.0,0
449,2020-01-07,32,68961.0559720985,0,0.11433026486247681,476.2086580679379,2020-01,2.0,6.0,1
63,2020-01-07,51,92755.10037076223,0,0.17217306013572042,287.9486152202062,2020-01,2.0,6.0,0
3767,2020-01-07,33,35167.59876683657,1,0.5610003759166308,176.55608135199503,2020-01,2.0,6.0,0
953,2020-01-07,38,98880.96587603797,0,0.3432010096421971,324.3272562083181,2020-01,2.0,6.0,0
229,2020-01-07,33,96437.90631852041,0,0.9981291490472513,727.9164458267248,2020-01,2.0,6.0,1
4662,2020-01-08,43,64242.634745862306,0,0.2983959526068768,696.9583679530286,2020-01,2.0,6.0,0
39,2020-01-08,48,54086.68775829143,1,0.9062119023191935,42.39145221250545,2020-01,2.0,6.0,0
4813,2020-01-08,28,70138.16400585718,1,0.23007615765834183,18.59051983092875,2020-01,2.0,6.0,0
1689,2020-01-08,45,52173.39189542271,0,0.20029500898796904,147.74512493199663,2020-01,2.0,6.0,0
3569,2020-01-08,40,70356.13173954286,1,0.23084528945577373,114.5360946200552,2020-01,2.0,6.0,0
1261,2020-01-08,36,72780.40950937971,1,0.8116385239751297,83.67221421547876,2020-01,2.0,6.0,1
4066,2020-01-08,18,46191.579292730836,0,0.29216398902594054,281.4289278255431,2020-01,2.0,6.0,0
2468,2020-01-08,38,38949.82178387922,1,0.9708873885547414,10.320760466856619,2020-01,2.0,6.0,0
74,2020-01-08,37,68277.1839935557,0,0.8233950712170661,321.7760526612887,2020-01,2.0,6.0,1
2881,2020-01-08,62,61906.18066351311,1,0.4012084194698834,137.44497479166304,2020-01,2.0,6.0,0
449,2020-01-09,32,68961.0559720985,0,0.3040000250650602,200.40432435767457,2020-01,2.0,6.0,1
3671,2020-01-09,37,90675.19536710657,0,0.9899621156522658,20.47589293778327,2020-01,2.0,6.0,0
1402,2020-01-09,37,73924.47365125697,1,0.7134917076335544,95.18799451509842,2020-01,2.0,6.0,0
876,2020-01-09,26,59007.9097768244,0,0.3751305788430971,450.2337130627284,2020-01,2.0,6.0,1
2956,2020-01-09,58,68648.86220848626,1,0.22604024631554584,195.2873252163275,2020-01,2.0,6.0,0
1706,2020-01-09,52,52187.19369561085,0,0.4049693217891529,47.338079103607484,2020-01,2.0,6.0,1
1390,2020-01-09,46,61019.35435199363,0,0.4460189891198756,23.028331957497393,2020-01,2.0,6.0,0
4245,2020-01-09,61,51715.146881960914,0,0.49828546646372196,115.63307411137922,2020-01,2.0,6.0,1
2375,2020-01-09,38,78861.94073843189,0,0.28719409112948846,0.3695432229293073,2020-01,2.0,6.0,0
3834,2020-01-10,30,31888.318338451205,1,0.13859923229644616,37.77531746559847,2020-01,2.0,6.0,1
1678,2020-01-10,65,64428.341234485226,1,0.5193146638037252,292.283330120171,2020-01,2.0,6.0,0
2506,2020-01-10,60,101656.19980417029,0,0.33837938420438674,56.51687528195713,2020-01,2.0,6.0,0
4940,2020-01-10,37,59792.755159179986,0,0.21302746176408283,11.10261492023446,2020-01,2.0,6.0,0
2665,2020-01-10,32,53808.474528404986,1,0.9019324604722702,950.94524828901,2020-01,2.0,6.0,0
1861,2020-01-10,48,26622.664996118358,1,0.8079703162140192,469.0848910877635,2020-01,2.0,6.0,1
590,2020-01-10,18,34308.223371646396,1,0.7249915964717949,1164.5857258721717,2020-01,2.0,6.0,0
2261,2020-01-10,49,92887.60571402489,1,0.5972129642208348,567.1545026881304,2020-01,2.0,6.0,1
1680,2020-01-10,33,55983.655309167,1,0.4249461640756218,6.973174126138587,2020-01,2.0,6.0,0
2927,2020-01-11,50,84864.5828592479,0,0.3519046915074101,114.04702499942965,2020-01,2.0,6.0,0
2817,2020-01-11,60,32183.886644495917,0,0.6516877476280308,102.80833280112627,2020-01,2.0,6.0,0
2024,2020-01-11,56,57985.31474139934,1,0.553815342863293,330.4646909117717,2020-01,2.0,6.0,0
691,2020-01-11,49,78559.47074840087,0,0.28216302717402797,289.35629790647477,2020-01,2.0,6.0,0
2510,2020-01-11,36,71008.05956659855,1,0.25916572184442943,127.95910790053061,2020-01,2.0,6.0,0
3314,2020-01-11,45,103900.24058255498,0,0.8154009601512353,192.43155326212698,2020-01,2.0,6.0,0
3152,2020-01-11,25,61628.944689256714,0,0.4887735710499247,126.02909760107464,2020-01,2.0,6.0,1
1377,2020-01-11,36,28612.051577267823,1,0.9349703406488026,38.53690500385838,2020-01,2.0,6.0,1
358,2020-01-11,60,36275.55476977915,0,0.8018831421132174,98.94416503306178,2020-01,2.0,6.0,1
954,2020-01-11,34,66224.15188345544,0,0.2690453429676553,52.43567345638461,2020-01,2.0,6.0,0
4160,2020-01-11,54,46702.9202579501,0,0.893567695109183,164.19895802828998,2020-01,2.0,6.0,0
3292,2020-01-12,44,72228.26937830198,0,0.1068918738886801,87.96195980429297,2020-01,2.0,6.0,0
2539,2020-01-12,45,41512.731198716814,0,0.9775054537924589,500.8027591385657,2020-01,2.0,6.0,1
4892,2020-01-12,35,64407.91414251931,0,0.7655818874436842,254.76815129382533,2020-01,2.0,6.0,1
508,2020-01-12,35,71155.73447772326,0,0.6556367335272106,68.60711522509072,2020-01,2.0,6.0,0
3491,2020-01-12,40,112858.20965248608,1,0.5510608570057741,36.90195797124752,2020-01,2.0,6.0,0
4900,2020-01-12,49,60150.772609152016,0,0.6396243823704231,163.41796233984044,2020-01,2.0,6.0,1
295,2020-01-12,36,60829.92172445721,0,0.729064353265648,127.49170717153488,2020-01,2.0,6.0,0
4237,2020-01-12,37,62868.35105905391,0,0.45251818936113597,26.275913411085334,2020-01,2.0,6.0,0
4654,2020-01-12,28,34099.5454808285,1,0.21314640963513237,696.6754618747229,2020-01,2.0,6.0,0
1157,2020-01-12,21,48834.35213979472,1,0.7657646055748397,178.90291411034983,2020-01,2.0,6.0,0
331,2020-01-12,29,62048.57328156017,0,0.13391549825489932,34.145230453378836,2020-01,2.0,6.0,0
2106,2020-01-12,46,36083.671261918586,0,0.4195897867598146,172.3777505542725,2020-01,2.0,6.0,1
2141,2020-01-12,18,92677.40556556408,0,0.4988940595906768,10.85407528340621,2020-01,2.0,6.0,0
4737,2020-01-12,40,77030.9627052905,0,0.7740533694273916,70.49935565992816,2020-01,2.0,6.0,0
2934,2020-01-12,41,87040.84737330276,0,0.5523541895698221,140.85104296417902,2020-01,2.0,6.0,0
2776,2020-01-12,18,20000.0,0,0.5846362731408871,1173.3941890559438,2020-01,2.0,6.0,1
3200,2020-01-13,27,63535.9777002259,0,0.11235753241686262,17.33574444033812,2020-01,2.0,6.0,0
4881,2020-01-13,65,65458.26370332072,0,0.5665277434997943,34.36891181462572,2020-01,2.0,6.0,1
1673,2020-01-13,18,43756.83272896863,1,0.9802068298446825,187.36357261400485,2020-01,2.0,6.0,0
4629,2020-01-13,42,79360.40549446287,0,0.6736365175842519,295.9708431820888,2020-01,2.0,6.0,1
4573,2020-01-13,24,51361.34061317951,1,0.4373440297994633,81.32486237155705,2020-01,2.0,6.0,0
3514,2020-01-13,52,89429.02605135995,0,0.5540364918889713,178.5643664373519,2020-01,2.0,6.0,1
356,2020-01-13,29,78513.33895815723,0,0.8240638989074408,210.87553569840497,2020-01,2.0,6.0,1
1326,2020-01-13,32,56797.95172615901,1,0.3660719116049569,755.9896036990394,2020-01,2.0,6.0,0
3571,2020-01-13,24,79599.54080718657,0,0.5987608590040951,23.108086374863877,2020-01,2.0,6.0,0
3727,2020-01-13,51,53673.316135203364,1,0.96711961911665,387.68469364784187,2020-01,2.0,6.0,0
1652,2020-01-13,40,68508.1725883717,0,0.6008421767470968,184.2172942121711,2020-01,2.0,6.0,1
1304,2020-01-13,44,44788.42253421748,1,0.8105204009417297,286.7565393124244,2020-01,2.0,6.0,0
4706,2020-01-13,47,95441.85501650497,0,0.8194390283679868,65.3208322083744,2020-01,2.0,6.0,0
3018,2020-01-13,52,70332.23717153599,0,0.6710073940053893,29.866021371919665,2020-01,2.0,6.0,0
3643,2020-01-13,55,69752.14735122243,1,0.49132076415332526,112.6888378867833,2020-01,2.0,6.0,0
3134,2020-01-14,40,42183.54663999511,0,0.6621765282592932,29.88963219766309,2020-01,2.0,6.0,0
1629,2020-01-14,39,33962.52296254427,1,0.5788763015207228,232.09285839755458,2020-01,2.0,6.0,0
1417,2020-01-14,44,48627.15378119747,1,0.5398061416059631,71.28366786256287,2020-01,2.0,6.0,1
715,2020-01-14,36,83508.8128991173,0,0.6473649950268904,150.68153664957148,2020-01,2.0,6.0,1
1971,2020-01-14,29,94082.59259065684,0,0.9535248986113556,53.55516699516147,2020-01,2.0,6.0,0
2119,2020-01-14,30,32738.076928393624,0,0.5033763259906905,246.72470488875368,2020-01,2.0,6.0,1
3408,2020-01-14,34,95690.21535449021,0,0.34926280020773076,381.1225811685445,2020-01,2.0,6.0,0
2582,2020-01-14,28,57103.45011879725,1,0.48233856964191424,131.56725296431006,2020-01,2.0,6.0,0
4001,2020-01-14,53,75657.55106377543,0,0.3808366249368996,225.0391665989082,2020-01,2.0,6.0,0
191,2020-01-14,40,74923.48107400097,1,0.25356641833129206,8.634211155458264,2020-01,2.0,6.0,0
3759,2020-01-14,42,50724.84610400961,0,0.48655623019194516,50.276144618205116,2020-01,2.0,6.0,1
3201,2020-01-14,25,29370.79146954586,0,0.4602619723878649,143.16697693222986,2020-01,2.0,6.0,0
3384,2020-01-14,46,20237.363716166656,0,0.7901721045368715,120.18445868280432,2020-01,2.0,6.0,0
836,2020-01-15,58,68569.09363120655,0,0.9705795940854098,462.2605933904823,2020-01,2.0,6.0,0
152,2020-01-15,41,87538.67463177323,0,0.3978421781370711,20.099571271937894,2020-01,2.0,6.0,0
1572,2020-01-15,45,60871.75327883567,1,0.2505125159154225,157.47760140435813,2020-01,2.0,6.0,0
2958,2020-01-15,45,38470.35900210201,0,0.6811264716113996,245.43958155415433,2020-01,2.0,6.0,0
1082,2020-01-15,38,64785.80229560712,0,0.7437896665085657,47.011281699035024,2020-01,2.0,6.0,0
1503,2020-01-15,26,111744.98270808975,0,0.8593973629472782,523.0458666143459,2020-01,2.0,6.0,1
3012,2020-01-15,46,61137.439005715285,0,0.9500860395955373,150.65829692343868,2020-01,2.0,6.0,0
4452,2020-01-15,24,111338.82475058953,0,0.6445296444789702,71.20362570901743,2020-01,2.0,6.0,0
3308,2020-01-15,28,85070.681155591,0,0.2039966033624056,0.42299439590431487,2020-01,2.0,6.0,1
2099,2020-01-16,18,65694.71114138672,1,0.3554585031384001,36.97619656460538,2020-01,2.0,6.0,0
2366,2020-01-16,58,44851.82688041176,0,0.2379512239844058,0.2222390354099967,2020-01,2.0,6.0,0
1494,2020-01-16,30,73463.39629640504,0,0.8494882101366399,45.25676455129812,2020-01,2.0,6.0,0
4589,2020-01-16,38,44651.934556644046,0,0.6663212238378954,43.47461750404988,2020-01,2.0,6.0,0
1852,2020-01-16,32,76141.21124417038,0,0.9651564049914061,47.559571780425166,2020-01,2.0,6.0,0
2583,2020-01-16,24,53212.06369266764,0,0.9792486213300061,515.5372667520235,2020-01,2.0,6.0,1
4210,2020-01-16,37,41922.99507912679,0,0.2917272598774818,387.3227083283645,2020-01,2.0,6.0,0
4254,2020-01-16,41,35684.31118433544,0,0.6669738611465411,81.05560715848893,2020-01,2.0,6.0,0
772,2020-01-16,33,66151.05835456896,1,0.6494283828287957,103.98415153162537,2020-01,2.0,6.0,0
4615,2020-01-16,61,54924.27848501664,1,0.6124585396965916,203.20496111056718,2020-01,2.0,6.0,0
3462,2020-01-16,20,54511.35946055096,0,0.5892144323555263,662.3842912782375,2020-01,2.0,6.0,0
4138,2020-01-16,25,62531.58613445861,1,0.6329262311527912,73.06887962958258,2020-01,2.0,6.0,1
1574,2020-01-16,45,54713.0116227247,0,0.8150740956985344,180.95273118189067,2020-01,2.0,6.0,0
259,2020-01-16,42,98572.67601787928,1,0.7375840273767279,40.51537630447955,2020-01,2.0,6.0,0
245,2020-01-16,29,57777.74571854567,0,0.4636699809201966,334.2877134599622,2020-01,2.0,6.0,1
2721,2020-01-16,48,35372.66147812331,0,0.8842279711033616,63.604748814322804,2020-01,2.0,6.0,0
3737,2020-01-16,46,82792.57509231524,0,0.8949819731255799,163.31845344857726,2020-01,2.0,6.0,0
816,2020-01-17,45,93010.41806175947,0,0.7788306154806978,175.0064153607906,2020-01,2.0,6.0,1
126,2020-01-17,28,34143.814201436755,0,0.47021807552937134,31.55176025745896,2020-01,2.0,6.0,0
1918,2020-01-17,19,63073.635263538075,0,0.8595661820033779,73.76261184921093,2020-01,2.0,6.0,1
318,2020-01-17,25,32323.42392150796,0,0.7219229380183392,43.89678212192119,2020-01,2.0,6.0,0
3160,2020-01-17,37,41656.051087149,0,0.13237628472944352,357.5419421283348,2020-01,2.0,6.0,0
4724,2020-01-17,18,49708.92832690826,0,0.3641049732548234,41.54100751902131,2020-01,2.0,6.0,1
2092,2020-01-17,50,61099.5174312457,0,0.72148597283305,304.1939923840356,2020-01,2.0,6.0,0
1990,2020-01-17,34,43729.148545889286,0,0.6501237890707943,57.54526653532736,2020-01,2.0,6.0,1
1055,2020-01-17,34,58794.02968931251,0,0.7302356656742407,18.85235562722118,2020-01,2.0,6.0,1
519,2020-01-17,34,77459.71282685138,1,0.5028590140979432,341.56136893741706,2020-01,2.0,6.0,1
790,2020-01-18,58,61311.07450300557,0,0.8247936329052472,217.3297430315976,2020-01,2.0,6.0,0
1451,2020-01-18,47,75685.76251455414,1,0.4036125253877315,141.8561048750413,2020-01,2.0,6.0,1
439,2020-01-18,18,82758.20349609168,0,0.3241396377838313,227.7547982176708,2020-01,2.0,6.0,1
2671,2020-01-18,33,82939.58601561908,0,0.15773630262871136,115.1931003234402,2020-01,2.0,6.0,1
4218,2020-01-18,28,67079.16279957764,1,0.507092345994298,27.791014058583333,2020-01,2.0,6.0,0
3304,2020-01-19,25,76398.01553517698,0,0.5168880592504151,309.68288896036825,2020-01,2.0,6.0,0
709,2020-01-19,46,61568.69014395199,0,0.2522456607337674,162.1953197386871,2020-01,2.0,6.0,0
2121,2020-01-19,60,79211.22706966457,1,0.7588669317179577,130.00408433166038,2020-01,2.0,6.0,0
3546,2020-01-19,49,100371.31424765853,0,0.8802185749763084,41.34340585705782,2020-01,2.0,6.0,0
1403,2020-01-19,39,91133.13135309155,0,0.6784438192948623,57.64941641295187,2020-01,2.0,6.0,0
1485,2020-01-19,32,64618.53528079311,1,0.12670827999391426,91.05519280938312,2020-01,2.0,6.0,1
1029,2020-01-19,66,24560.805915319237,1,0.997779055553901,82.8491359429326,2020-01,2.0,6.0,0
4140,2020-01-19,31,37026.51495324475,1,0.9501491943943927,156.56717755194097,2020-01,2.0,6.0,0
3298,2020-01-19,36,52254.91891802095,1,0.1253179396350032,236.90366598583728,2020-01,2.0,6.0,0
1597,2020-01-19,49,73567.54399289253,0,0.4183573578014651,58.81405572370455,2020-01,2.0,6.0,1
4804,2020-01-19,42,27975.2735676607,1,0.7063322542092001,196.95038808697,2020-01,2.0,6.0,0
2183,2020-01-19,41,65352.421051253295,1,0.7775515757284999,18.90449155702203,2020-01,2.0,6.0,0
3341,2020-01-19,64,65107.14062633675,0,0.13819552902113175,65.29070300575907,2020-01,2.0,6.0,0
772,2020-01-19,33,66151.05835456896,1,0.26598871167522287,54.1448710648708,2020-01,2.0,6.0,0
2690,2020-01-19,36,95270.75004884707,1,0.6586349471200793,76.80773085960001,2020-01,2.0,6.0,1
4675,2020-01-19,40,97686.92166993306,1,0.7065077625762712,45.161709666010594,2020-01,2.0,6.0,0
4896,2020-01-19,29,35632.387945183495,0,0.4589794725950186,405.48720566616066,2020-01,2.0,6.0,0
4072,2020-01-20,26,61117.71275384109,0,0.21729160700917205,22.28323253398999,2020-01,2.0,6.0,0
3890,2020-01-20,36,85310.06978800599,1,0.47905412950324777,299.07029185271637,2020-01,2.0,6.0,1
1558,2020-01-20,32,64721.94588430151,0,0.4339526743096743,478.26339450329476,2020-01,2.0,6.0,1
1107,2020-01-20,63,51731.942034197775,1,0.828032410021059,15.945682663587698,2020-01,2.0,6.0,0
1970,2020-01-20,35,43986.44514241624,0,0.7881330254012547,82.23594139566075,2020-01,2.0,6.0,0
1287,2020-01-20,49,68722.46177539582,0,0.3145863434826907,19.588140432356447,2020-01,2.0,6.0,1
5000,2020-01-21,44,73611.01075638164,0,0.7099634320974435,244.16161844471142,2020-01,2.0,6.0,1
730,2020-01-21,29,46463.785289073705,0,0.6280611264571007,223.09195485294208,2020-01,2.0,6.0,0
4823,2020-01-21,18,47461.18728897857,0,0.1659608304283023,173.72160089213426,2020-01,2.0,6.0,0
4701,2020-01-21,56,37124.304923941905,0,0.8978237622912317,211.94383180591586,2020-01,2.0,6.0,0
579,2020-01-21,46,101103.85485181428,0,0.730034578978627,215.73079714115164,2020-01,2.0,6.0,1
2216,2020-01-21,40,28099.355660875695,0,0.24649928621260825,154.43435045781482,2020-01,2.0,6.0,0
4452,2020-01-21,24,111338.82475058953,0,0.8457681163449831,168.18293523159883,2020-01,2.0,6.0,1
3275,2020-01-21,48,82058.21403402623,1,0.774016878964163,238.13107174237925,2020-01,2.0,6.0,1
1656,2020-01-21,28,73740.82183777278,0,0.8511622659177748,146.10586089739311,2020-01,2.0,6.0,1
3380,2020-01-21,21,38229.65556932,0,0.5859290014493844,36.891121571779465,2020-01,2.0,6.0,0
3017,2020-01-21,60,71856.95196519991,0,0.16429484327707522,23.65309676629323,2020-01,2.0,6.0,1
1570,2020-01-21,34,91826.17622369347,0,0.8980182038515552,124.20705146484248,2020-01,2.0,6.0,0
25,2020-01-21,43,35390.47883645498,1,0.39301530946094576,49.935190845341694,2020-01,2.0,6.0,0
3380,2020-01-21,21,38229.65556932,0,0.3834788896084873,1239.123293297893,2020-01,2.0,6.0,0
935,2020-01-21,50,31720.617331857728,0,0.3620399889661102,60.835872534508475,2020-01,2.0,6.0,0
2235,2020-01-22,38,55658.03875346649,0,0.14487078815491622,86.48202611900807,2020-01,2.0,6.0,1
67,2020-01-22,41,58967.49151781661,0,0.380153225679854,15.740831742435011,2020-01,2.0,6.0,0
2089,2020-01-22,40,39366.03360463337,0,0.5582438321666027,384.8274984414497,2020-01,2.0,6.0,0
1465,2020-01-22,51,53891.65559937957,1,0.15297083629091152,113.83079664324491,2020-01,2.0,6.0,0
4670,2020-01-22,20,75042.65815964233,1,0.7111380071904432,306.9044674477603,2020-01,2.0,6.0,0
1557,2020-01-22,18,84271.95124604498,0,0.61683326727272,301.96523533683575,2020-01,2.0,6.0,0
4774,2020-01-22,51,50473.17468638971,1,0.2189718089145327,116.92691634649582,2020-01,2.0,6.0,0
2358,2020-01-22,30,22621.771870586927,0,0.7275171690469947,470.7389651795855,2020-01,2.0,6.0,0
2996,2020-01-22,53,79128.34413185393,1,0.7094612326939801,682.5635285355562,2020-01,2.0,6.0,0
2339,2020-01-23,18,56102.14376654656,0,0.8705876703900048,182.3857213715797,2020-01,2.0,6.0,1
3789,2020-01-23,50,86099.44881699522,0,0.4783888537315366,185.68956148630494,2020-01,2.0,6.0,1
1469,2020-01-23,27,51058.91128067873,0,0.8095185361359789,48.70482022771747,2020-01,2.0,6.0,0
2220,2020-01-23,37,77799.00192152173,0,0.6485025859942156,331.1373281752054,2020-01,2.0,6.0,0
988,2020-01-23,23,65988.23876034975,0,0.6299528139173215,71.87894645631566,2020-01,2.0,6.0,1
4324,2020-01-23,64,40472.96497883476,0,0.8762658557209252,72.85860919691189,2020-01,2.0,6.0,0
1500,2020-01-23,41,63331.729983117184,0,0.7014813412984768,70.6578861940734,2020-01,2.0,6.0,0
4175,2020-01-23,23,75137.5053092664,1,0.8330958646928494,9.820587798125045,2020-01,2.0,6.0,0
257,2020-01-23,51,44459.79539590192,0,0.39108590847771185,106.874689006662,2020-01,2.0,6.0,1
3091,2020-01-23,27,68305.90962507839,0,0.4728667272345074,103.45609026296563,2020-01,2.0,6.0,0
1667,2020-01-23,31,69727.06411649393,1,0.6197459917207309,40.419735036827134,2020-01,2.0,6.0,1
320,2020-01-24,50,56339.310300126206,1,0.21115407560040791,361.95052948710264,2020-01,2.0,6.0,1
4295,2020-01-24,31,37740.89499881324,1,0.8056214045501381,140.49858635842068,2020-01,2.0,6.0,0
1261,2020-01-24,36,72780.40950937971,1,0.41319707682132323,73.2116360500258,2020-01,2.0,6.0,0
1626,2020-01-24,39,67336.69737664294,0,0.8989771041909851,13.195945556990726,2020-01,2.0,6.0,0
4389,2020-01-24,36,75735.97184234491,0,0.2772959041241002,38.21088264946713,2020-01,2.0,6.0,0
529,2020-01-25,49,33224.01576841109,1,0.4799630751764137,403.50386921995283,2020-01,2.0,6.0,1
2210,2020-01-25,40,51659.556348432794,0,0.5475058306556335,25.374986791994345,2020-01,2.0,6.0,1
1779,2020-01-25,45,63713.39118088974,0,0.26958420240106995,227.03547696461854,2020-01,2.0,6.0,0
851,2020-01-25,25,69265.60683580776,0,0.5285357410912539,64.15393003740652,2020-01,2.0,6.0,0
2015,2020-01-25,23,46352.30829056869,0,0.8611458953939328,36.663029996117885,2020-01,2.0,6.0,0
351,2020-01-25,46,85910.15164234917,0,0.25043626733303653,48.1931017297622,2020-01,2.0,6.0,1
2792,2020-01-25,45,41424.7399909831,0,0.7290595139287468,92.3765197517972,2020-01,2.0,6.0,1
3492,2020-01-25,56,80763.4895338847,0,0.36419758978203665,79.94711662206386,2020-01,2.0,6.0,0
2043,2020-01-25,30,35362.31508899007,1,0.6012886559334755,252.58379414018754,2020-01,2.0,6.0,0
